id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,month,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
427700,SUD-2022-3-947-0,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,10,"""AllAfrica,2022-01-07,Anti-Coup Protests Turn Deadly  
CR  Deutsche Welle"";""Sudan Tribune,2022-01-06,Three killed during fresh anti-coup protests in Sudan"";""Agence France Presse,2022-01-06,One killed in Sudan protest against military: medics"";""Agence France Presse,2022-01-06,One killed in Sudan as thousands protest against military"";""Reuters News,2022-01-06,ONE SHOT DEAD IN THURSDAY'S PROTESTS IN SUDAN'S OMDURMAN - CENTRAL DOCTORS COMMITTEE"";""Agence France Presse,2022-01-06,Second protester killed in Sudan demonstrations: medics"";""Agence France Presse,2022-01-06,Two killed in Sudan as thousands protest against military"";""Agence France Presse,2022-01-06,Three killed in Sudan as thousands protest against military"";""Reuters News,2022-01-06,Three protesters shot dead in Sudan anti-military rallies"";""AllAfrica,2022-01-10,At Least Three Protesters Killed in Khartoum As Marches of the Millions Sweep the Country  
CR  Radio Dabanga""",AllAfrica;Sudan Tribune;Agence France Presse;Agence France Presse;Reuters News;Agence France Presse;Agence France Presse;Agence France Presse;Reuters News;AllAfrica,2022-01-07;2022-01-06;2022-01-06;2022-01-06;2022-01-06;2022-01-06;2022-01-06;2022-01-06;2022-01-06;2022-01-10,"Anti-Coup Protests Turn Deadly  
CR  Deutsche Welle;Three killed during fresh anti-coup protests in Sudan;One killed in Sudan protest against military: medics;One killed in Sudan as thousands protest against military;ONE SHOT DEAD IN THURSDAY'S PROTESTS IN SUDAN'S OMDURMAN - CENTRAL DOCTORS COMMITTEE;Second protester killed in Sudan demonstrations: medics;Two killed in Sudan as thousands protest against military;Three killed in Sudan as thousands protest against military;Three protesters shot dead in Sudan anti-military rallies;At Least Three Protesters Killed in Khartoum As Marches of the Millions Sweep the Country  
CR  Radio Dabanga",medics,1,Omdurman town,Omdurman,Khartoum state,Omdurman district,15.636111,32.437222,POINT (32.437222 15.636111),152345,Sudan,625,Africa,1,1,1,06/01/2022,06/01/2022,0,0,2,0,2,2,2,625,
427701,SUD-2022-3-947-1,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,6,"""AllAfrica,2022-01-10,At Least Three Protesters Killed in Khartoum As Marches of the Millions Sweep the Country  
CR  Radio Dabanga"";""Reuters News,2022-01-06,Three protesters shot dead in Sudan anti-military rallies"";""Agence France Presse,2022-01-06,Third protester killed in Sudan demonstrations: medics"";""Agence France Presse,2022-01-06,Three killed in Sudan as thousands protest against military"";""Sudan Tribune,2022-01-06,Three killed during fresh anti-coup protests in Sudan"";""AllAfrica,2022-01-07,Anti-Coup Protests Turn Deadly  
CR  Deutsche Welle""",AllAfrica;Reuters News;Agence France Presse;Agence France Presse;Sudan Tribune;AllAfrica,2022-01-10;2022-01-06;2022-01-06;2022-01-06;2022-01-06;2022-01-07,"At Least Three Protesters Killed in Khartoum As Marches of the Millions Sweep the Country  
CR  Radio Dabanga;Three protesters shot dead in Sudan anti-military rallies;Third protester killed in Sudan demonstrations: medics;Three killed in Sudan as thousands protest against military;Three killed during fresh anti-coup protests in Sudan;Anti-Coup Protests Turn Deadly  
CR  Deutsche Welle",medics,1,Bahri/ Khartoum North town,North Kharotum,Khartoum state,Bahri district,15.6454,32.54505,POINT (32.54505 15.6454),152346,Sudan,625,Africa,1,1,1,06/01/2022,06/01/2022,0,0,1,0,1,1,1,625,
427706,SUD-2022-3-947-2,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,4,"""Reuters News,2022-01-09,Man killed in protests against Sudan military rule - doctors committee"";""Agence France Presse,2022-01-09,Sudan security forces fire tear gas as thousands protest coup"";""Sudan Tribune,2022-01-09,One more killed in Sudan’s anti-coup protests"";""AllAfrica,2022-01-10,Sudan Protest Organizers Reject UN Mediation Offer  
CR  Deutsche Welle""",Reuters News;Agence France Presse;Sudan Tribune;AllAfrica,2022-01-09;2022-01-09;2022-01-09;2022-01-10,"Man killed in protests against Sudan military rule - doctors committee;Sudan security forces fire tear gas as thousands protest coup;One more killed in Sudan’s anti-coup protests;Sudan Protest Organizers Reject UN Mediation Offer  
CR  Deutsche Welle",medics,1,Omdurman town,Omdurman,Khartoum state,Omdurman district,15.636111,32.437222,POINT (32.437222 15.636111),152345,Sudan,625,Africa,1,2,1,06/01/2022,09/01/2022,0,0,1,0,1,1,1,625,
427726,SUD-2022-3-947-60,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,3,"""Reuters News,2022-01-13,Protester, police officer killed in Sudan clashes"";""Agence France Presse,2022-01-13,One protester killed in Sudan anti-military rally: medics"";""Agence France Presse,2022-01-13,One protester killed in Sudan anti-coup rally: medics""",Reuters News;Agence France Presse;Agence France Presse,2022-01-13;2022-01-13;2022-01-13,"Protester, police officer killed in Sudan clashes;One protester killed in Sudan anti-military rally: medics;One protester killed in Sudan anti-coup rally: medics",Bahri medics,1,Bahri/ Khartoum North town,Bahri,Khartoum state,Bahri district,15.6454,32.54505,POINT (32.54505 15.6454),152346,Sudan,625,Africa,1,1,1,13/01/2022,13/01/2022,0,0,1,0,1,1,1,625,
427763,SUD-2022-3-947-3,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""AllAfrica,2022-01-14,Darfur Killings, Attacks, Robberies Continue With Impunity  
CR  Radio Dabanga""",AllAfrica,14/01/2022,"Darfur Killings, Attacks, Robberies Continue With Impunity  
CR  Radio Dabanga",,2,Thur village,near Tur,Central Darfur state,Nertiti district,12.8473,24.11352,POINT (24.11352 12.8473),148009,Sudan,625,Africa,1,1,1,10/01/2022,10/01/2022,0,0,1,0,1,1,1,625,
427772,SUD-2022-3-947-5,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""AllAfrica,2022-01-17,One Protester Killed As Forces Violently Crack Down On Protests  
CR  Radio Dabanga""",AllAfrica,17/01/2022,"One Protester Killed As Forces Violently Crack Down On Protests  
CR  Radio Dabanga",Central Committee of Sudanese Doctors,1,Bahri/ Khartoum North town,Khartoum North,Khartoum state,Bahri district,15.6454,32.54505,POINT (32.54505 15.6454),152346,Sudan,625,Africa,1,1,1,16/01/2022,16/01/2022,0,0,1,0,1,1,1,625,
427796,SUD-2022-3-947-6,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,3,"""Agence France Presse,2022-01-19,Sudan protester shot dead: medics"";""Reuters News,2022-01-19,One Sudan protester shot dead by security forces in Omdurman -medics"";""Agence France Presse,2022-01-19,Sudan protester shot dead as US envoys visit""",Agence France Presse;Reuters News;Agence France Presse,2022-01-19;2022-01-19;2022-01-19,Sudan protester shot dead: medics;One Sudan protester shot dead by security forces in Omdurman -medics;Sudan protester shot dead as US envoys visit,medics,1,Omdurman town,Omdurman,Khartoum state,Omdurman district,15.636111,32.437222,POINT (32.437222 15.636111),152345,Sudan,625,Africa,1,1,1,19/01/2022,19/01/2022,0,0,1,0,1,1,1,625,
427808,SUD-2022-3-947-8,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,5,"""Agence France Presse,2022-01-24,One more killed as Sudanese demand justice for post-coup crackdown victims"";""Agence France Presse,2022-01-24,Second protester killed in latest Sudan anti-coup rally: medics"";""Agence France Presse,2022-01-24,Two killed as Sudanese demand justice for post-coup crackdown victims"";""Agence France Presse,2022-01-24,One killed during crackdown on Sudan protest: medics"";""Africa Research Bulletin,2022-02-13,SUDAN: More Protest Deaths""",Agence France Presse;Agence France Presse;Agence France Presse;Agence France Presse;Africa Research Bulletin,2022-01-24;2022-01-24;2022-01-24;2022-01-24;2022-02-13,One more killed as Sudanese demand justice for post-coup crackdown victims;Second protester killed in latest Sudan anti-coup rally: medics;Two killed as Sudanese demand justice for post-coup crackdown victims;One killed during crackdown on Sudan protest: medics;SUDAN: More Protest Deaths,medics,1,Khartoum city,Khartoum city,Khartoum state,Khartoum district,15.588056,32.534167,POINT (32.534167 15.588056),152346,Sudan,625,Africa,1,1,1,24/01/2022,24/01/2022,0,0,2,0,2,2,2,625,
427812,SUD-2022-3-947-7,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""Agence France Presse,2022-01-24,Three killed as Sudanese demand justice for post-coup crackdown victims"";""Africa Research Bulletin,2022-02-13,SUDAN: More Protest Deaths""",Agence France Presse;Africa Research Bulletin,2022-01-24;2022-02-13,Three killed as Sudanese demand justice for post-coup crackdown victims;SUDAN: More Protest Deaths,medics,1,Wad Madani town,city of Wad Madani,Gezira state,Wad Medani district,14.40118,33.51989,POINT (33.51989 14.40118),150188,Sudan,625,Africa,1,1,1,24/01/2022,24/01/2022,0,0,1,0,1,1,1,625,
427823,SUD-2022-3-947-63,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""AllAfrica,2022-01-26,♦ Sudan - This Week's News in Brief ♦  
CR  Dabanga""",AllAfrica,26/01/2022,"♦ Sudan - This Week's News in Brief ♦  
CR  Dabanga",,2,Zamzam camp,to Zamzam camp,North Darfur state,El Fasher district,13.483333,25.3,POINT (25.3 13.483333),148731,Sudan,625,Africa,1,1,1,21/01/2022,21/01/2022,0,0,2,0,2,2,2,625,
427826,SUD-2021-3-947-39,2021,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""Agence France Presse,2022-01-26,Sudanese rally against UN bid to resolve post-coup crisis""",Agence France Presse,26/01/2022,Sudanese rally against UN bid to resolve post-coup crisis,CCSD,4,Khartoum state,,Khartoum state,,15.8,33,POINT (33 15.8),152347,Sudan,625,Africa,1,4,12,22/12/2021,31/12/2021,0,0,1,0,1,1,1,625,
427829,MLI-2022-2-10278-0,2022,TRUE,Clear,2,10278,9668,Arab - Masalit,10278,10278,Arab - Masalit,1012,1012,Arab,993,993,Masalit,4,"""Reuters News,2022-01-27,More than 15,000 people displaced in new Darfur violence, U.N. says"";""Crisiswatch,2022-02-01,Sudan JANUARY 2022"";""Africa Research Bulletin,2022-02-13,SUDAN: More Protest Deaths"";""United Nations Security Council,2022-03-02,Report of the Secretary-General S/2022/172""",Reuters News;Crisiswatch;Africa Research Bulletin;United Nations Security Council,2022-01-27;2022-02-01;2022-02-13;2022-03-02,"More than 15,000 people displaced in new Darfur violence, U.N. says;Sudan JANUARY 2022;SUDAN: More Protest Deaths;Report of the Secretary-General S/2022/172",UN,2,El Geneina town,"village of Adikong 

near El Geneina",West Darfur state,El Geneina district,13.45262,22.44725,POINT (22.44725 13.45262),148725,Sudan,625,Africa,2,4,1,18/01/2022,27/01/2022,0,0,0,11,11,11,11,,
427832,SUD-2022-3-947-9,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,2,"""Sudan Tribune,2022-01-28,Sudanese killed during fresh protests"";""Reuters News,2022-01-27,One Sudanese protester shot dead by security forces in Khartoum - medics""",Sudan Tribune;Reuters News,2022-01-28;2022-01-27,Sudanese killed during fresh protests;One Sudanese protester shot dead by security forces in Khartoum - medics,medics,1,Khartoum city,Khartoum,Khartoum state,Khartoum district,15.588056,32.534167,POINT (32.534167 15.588056),152346,Sudan,625,Africa,1,1,1,27/01/2022,27/01/2022,0,0,1,0,1,1,1,625,
427834,SUD-2022-3-947-4,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,6,"""Sudan Tribune,2022-01-31,Sudanese forces kill one youth in anti-coup protests"";""AllAfrica,2022-01-31,Demonstrator Shot Dead As Mass Marches Persist Across Sudan  
CR  Dabanga"";""Agence France Presse,2022-01-30,Protester killed in Sudan anti-coup rally: medics"";""Agence France Presse,2022-01-30,Sudanese anti-coup protester killed in security crackdown"";""Reuters News,2022-01-30,One protester dies as security forces confront crowds in Khartoum - medics"";""Africa Research Bulletin,2022-02-13,SUDAN: More Protest Deaths""",Sudan Tribune;AllAfrica;Agence France Presse;Agence France Presse;Reuters News;Africa Research Bulletin,2022-01-31;2022-01-31;2022-01-30;2022-01-30;2022-01-30;2022-02-13,"Sudanese forces kill one youth in anti-coup protests;Demonstrator Shot Dead As Mass Marches Persist Across Sudan  
CR  Dabanga;Protester killed in Sudan anti-coup rally: medics;Sudanese anti-coup protester killed in security crackdown;One protester dies as security forces confront crowds in Khartoum - medics;SUDAN: More Protest Deaths",medics,1,Khartoum city,Khartoum,Khartoum state,Khartoum district,15.588056,32.534167,POINT (32.534167 15.588056),152346,Sudan,625,Africa,1,1,1,30/01/2022,30/01/2022,0,0,1,0,1,1,1,625,
431367,SUD-2022-3-947-12,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""AllAfrica,2022-02-02,Another Deadly Day, the 13 January Anti-Coup Protests
CR 	Ayin English""",AllAfrica,02/02/2022,"Another Deadly Day, the 13 January Anti-Coup Protests
CR 	Ayin English",Central Committee of Sudanese Doctors,1,Bahri/ Khartoum North town,"Bahri, Khartoum Nort",Khartoum state,Bahri district,15.6454,32.54505,POINT (32.54505 15.6454),152346,Sudan,625,Africa,1,1,2,01/02/2022,01/02/2022,0,0,1,0,1,1,1,625,
431368,SUD-2022-3-947-11,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,1,"""AllAfrica,2022-02-02,Another Deadly Day, the 13 January Anti-Coup Protests
CR 	Ayin English""",AllAfrica,02/02/2022,"Another Deadly Day, the 13 January Anti-Coup Protests
CR 	Ayin English",Central Committee of Sudanese Doctors,4,Khartoum state,Khartoum state,Khartoum state,,15.8,33,POINT (33 15.8),152347,Sudan,625,Africa,1,1,2,01/02/2022,01/02/2022,0,0,1,0,1,1,1,625,
431397,SUD-2022-2-5584-1,2022,TRUE,Clear,2,5584,4974,Misseriya - Ngok Dinka,5584,5584,Misseriya - Ngok Dinka,1025,1025,Misseriya,1005,1005,Ngok Dinka,10,"""Sudan Tribune,2022-02-14,Warrap governor, Abyei leaders regret Ngok-Twic clashes over land dispute"";""AllAfrica,2022-02-21,South Sudan - 'Violence Against Aid Workers Must Stop', Humanitarian Coordinator Urges
CR 	UN News Service"";""AllAfrica,2022-02-21,South Sudan - 'Violence Against Aid Workers Must Stop', Humanitarian Coordinator Urges
CR 	UN News Service"";""BBC Monitoring Africa,2022-02-26,South Sudan leader forms team to probe market shooting"";""Human Rights Watch,2022-03-04,Surge in Attacks on Aid Workers in South Sudan"";""Medecins Sans Frontieres,2022-02-14,MSF mourns colleague murdered in Agok"";""OCHA,2022-02-15,Abyei Flash Update No. 1"";""Crisiswatch,2022-03-01,South Sudan FEBRUARY 2022"";""Xinhua News Agency,2022-03-09,Death toll from South Sudan's inter-tribal clashes rise to 36"";""ACJPS,2022-03-24,West Darfur: 35 people killed and a dozen injured in Jebel Moon attack as security continues to deteriorate in Sudan""",Sudan Tribune;AllAfrica;AllAfrica;BBC Monitoring Africa;Human Rights Watch;Medecins Sans Frontieres;OCHA;Crisiswatch;Xinhua News Agency;ACJPS,2022-02-14;2022-02-21;2022-02-21;2022-02-26;2022-03-04;2022-02-14;2022-02-15;2022-03-01;2022-03-09;2022-03-24,"Warrap governor, Abyei leaders regret Ngok-Twic clashes over land dispute;South Sudan - 'Violence Against Aid Workers Must Stop', Humanitarian Coordinator Urges
CR 	UN News Service;South Sudan - 'Violence Against Aid Workers Must Stop', Humanitarian Coordinator Urges
CR 	UN News Service;South Sudan leader forms team to probe market shooting;Surge in Attacks on Aid Workers in South Sudan;MSF mourns colleague murdered in Agok;Abyei Flash Update No. 1;South Sudan FEBRUARY 2022;Death toll from South Sudan's inter-tribal clashes rise to 36;West Darfur: 35 people killed and a dozen injured in Jebel Moon attack as security continues to deteriorate in Sudan",,1,Agok town,Agok/Anet town,West Kordofan state,Abyei district,9.355172,28.5823,POINT (28.5823 9.355172),142978,Sudan,625,Africa,2,2,2,10/02/2022,11/02/2022,0,0,1,32,33,33,33,,
431398,SUD-2022-3-947-13,2022,TRUE,Clear,3,112,480,Government of Sudan - Civilians,112,947,Government of Sudan - Civilians,112,112,Government of Sudan,9999,1,Civilians,9,"""ACJPS,2022-02-23,Sudan coup update: 18 members of the Dismantle and Anti-Corruption Committee detained incommunicado, rape allegations and other violations "";""Reuters News,2022-02-14,One protester dies after being shot at Sudan rally - Central Doctors' Committee"";""Agence France Presse,2022-02-14,Anti-coup protester shot dead in Sudan: medics"";""Agence France Presse,2022-02-14,Anti-coup protester shot dead in Sudan: medics"";""Reuters News,2022-02-14,ONE PROTESTER SHOT DEAD IN SECOND DEATH DURING MONDAY SUDANESE DEMONSTRATIONS - CENTRAL DOCTORS' COMMITTEE ON TWITTER"";""Reuters News,2022-02-14,SUDAN'S POLICE SAYS ONE PROTESTER KILLED, 102 POLICEMEN INJURED ON MONDAY'S DEMONSTRATIONS - MEDIA OFFICE FACEBOOK PAGE"";""Agence France Presse,2022-02-14,Sudanese protester killed in crackdown on anti-coup rallies"";""Reuters News,2022-02-14,One protester killed as thousands rally across Sudan against coup - medics"";""Agence France Presse,2022-02-14,Second anti-coup protester killed in Sudan: medics""",ACJPS;Reuters News;Agence France Presse;Agence France Presse;Reuters News;Reuters News;Agence France Presse;Reuters News;Agence France Presse,2022-02-23;2022-02-14;2022-02-14;2022-02-14;2022-02-14;2022-02-14;2022-02-14;2022-02-14;2022-02-14,"Sudan coup update: 18 members of the Dismantle and Anti-Corruption Committee detained incommunicado, rape allegations and other violations ;One protester dies after being shot at Sudan rally - Central Doctors' Committee;Anti-coup protester shot dead in Sudan: medics;Anti-coup protester shot dead in Sudan: medics;ONE PROTESTER SHOT DEAD IN SECOND DEATH DURING MONDAY SUDANESE DEMONSTRATIONS - CENTRAL DOCTORS' COMMITTEE ON TWITTER;SUDAN'S POLICE SAYS ONE PROTESTER KILLED, 102 POLICEMEN INJURED ON MONDAY'S DEMONSTRATIONS - MEDIA OFFICE FACEBOOK PAGE;Sudanese protester killed in crackdown on anti-coup rallies;One protester killed as thousands rally across Sudan against coup - medics;Second anti-coup protester killed in Sudan: medics",Central Doctor's Committee,1,Khartoum city,Khartoum,Khartoum state,Khartoum district,15.588056,32.534167,POINT (32.534167 15.588056),152346,Sudan,625,Africa,1,1,2,14/02/2022,14/02/2022,0,0,1,0,1,1,1,625,
