med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,med_scope,individual_med_named,groupings_mechanisms,local_parties,local_party_id,local_indiv_group,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,shuttle,med_type
SYR202411-15,Syria,652,,unknown,,,,30,11,2024,Turkey; Qatar,CON_562;CON_486,CON_562;CON_486,640;694,2,H,Hakan Fidan; Mohammed bin Abdulrahman bin Jassim Al Thani,,,,,0,,0,,,"Fidan last held talks with Iraqi Deputy Prime Minister and Foreign Minister Fuad Hussein on Sunday, during which the two diplomats discussed developments in Syria. On Saturday, he had a phone call with Qatari Foreign Minister Mohammed bin Abdulrahman Al Sani to discuss the situation in Syria and efforts to achieve a cease-fire in Gaza, according to diplomatic sources. Also, on Saturday, he discussed the issue with Lebanese Prime Minister Najib Mikati on the phone after another call with Russian Foreign Minister Sergey Lavrov on Syria. The Foreign Ministry said Abbas Araghchi of Iran was set to visit Türkiye on Monday, one day after his scheduled trip to Damascus.",https://www.dailysabah.com/politics/diplomacy/turkish-fm-holds-talks-with-regional-actors-as-syria-crisis-heats-up,,MR
SYR202411-16,Syria,652,,Virtual,,Virtual,Virtual,30,11,2024,Iraq,CON_75,CON_75,645,1,H,Mohammed Shia' al-Sudani,,Sryia,NL,Bashar al-Assad,1,1,0,,,"Syrian President Bashar al-Assad on Saturday held separate phone talks with leaders from the United Arab Emirates (UAE) and Iraq on recent developments in Syria, counterterrorism cooperation, and various regional issues, APA reports citing Xinhua.According to state news agency SANA, in his phone talks with President of the UAE Sheikh Mohamed bin Zayed Al Nahyan, al-Assad stressed Syria's ongoing commitment to defending its stability and territorial integrity ""in the face of all terrorists and their backers."" For his part, the UAE president said the country ""stands with the Syrian state and supports it in combating terrorism, extending its sovereignty, unifying its territories, and achieving stability,"" SANA reported.Al-Assad also held phone talks with Iraqi Prime Minister Mohammed Shia' al-Sudani, during which the latter stressed that ""Syria's security and stability are closely linked to Iraq's national security.""Al-Sudani said the security in Iraq and Syria affects regional security and efforts to establish stability in the Middle East, according to a statement issued by the Iraqi prime minister's media office.",https://en.apa.az/asia/syrian-president-holds-separate-phone-talks-with-uae-president-iraqi-pm-454482,,MR
SYR202411-17,Syria,652,,unknown,,,,30,11,2024,Turkey; Lebanon,CON_562;CON_79,CON_562;CON_79,640;660,2,H,Hakan Fidan; Najib Mikati,,,,,0,,0,,,"Fidan last held talks with Iraqi Deputy Prime Minister and Foreign Minister Fuad Hussein on Sunday, during which the two diplomats discussed developments in Syria. On Saturday, he had a phone call with Qatari Foreign Minister Mohammed bin Abdulrahman Al Sani to discuss the situation in Syria and efforts to achieve a cease-fire in Gaza, according to diplomatic sources. Also, on Saturday, he discussed the issue with Lebanese Prime Minister Najib Mikati on the phone after another call with Russian Foreign Minister Sergey Lavrov on Syria. The Foreign Ministry said Abbas Araghchi of Iran was set to visit Türkiye on Monday, one day after his scheduled trip to Damascus.",https://www.dailysabah.com/politics/diplomacy/turkish-fm-holds-talks-with-regional-actors-as-syria-crisis-heats-up,,MR
SYR202412-8,Syria,652,,Virtual,,Virtual,Virtual,1,12,2024,Jordan,CON_78,CON_78,663,1,P,Ayman Safadi,,Syria,118,Bassam al-Sabbagh,1,1,0,,,"AMMAN — Deputy Prime Minister and Foreign Minister Ayman Safadi on Sunday held talks with Syrian Foreign Minister Bassam Sabbagh, focusing on the latest developments in Syria, particularly in the provinces of Aleppo and Idlib.During the call, Sabbagh provided an update on the situation in these regions, highlighting the challenges faced and ongoing efforts to address them, the Jordan News Agency Petra, reported. Safadi, in response, expressed Jordan’s deep concern over the deteriorating situation and reiterated the Kingdom’s steadfast commitment to Syria’s unity, sovereignty, and stability, condemning any threats to Syria’s security. The minister also underscored the importance of intensifying efforts to achieve a comprehensive political solution to the Syrian crisis, stressing that such a solution must restore peace and stability, ensure the safety of Syria’s citizens, and eradicate terrorism.The two ministers also agreed to maintain regular communication and coordination to support regional stability.",http://www.jordantimes.com/news/local/foreign-minister-syrian-counterpart-discuss-efforts-restore-stability-aleppo-idlib,,MR
SYR202412-9,Syria,652,,Damascus,Syria,36.2919,33.5131,1,12,2024,Iran,CON_289,CON_289,630,1,P,Abbas Araghchi,,Syria,118,Bashar al-Assad,1,1,0,,,"Syrian President Bashar al-Assad met with Iranian Foreign Minister Abbas Araghchi in Damascus on Sunday to discuss regional developments and the ongoing fight against terrorism.During the meeting, President al-Assad emphasized the broader implications of combating terrorism, stating, “Confronting terrorism, dismantling its structure, and cutting off its sources not only benefits Syria but also contributes to the stability of the entire region.” He reaffirmed Syria’s commitment to defeating terrorist organizations, saying, “The Syrian state, army, and people remain steadfast in their determination to fight terrorism across all its territories.”Minister Araghchi’s visit marks the start of a regional tour aimed at holding consultations with senior Syrian officials on key regional issues. The Iranian Mehr News Agency reported, “Araghchi arrived in Damascus on Sunday as the first stop of his regional tour, focusing on recent developments in Syria.”",https://english.almanar.com.lb/2282348;https://www.eurasiareview.com/03122024-irans-araqchi-syrias-assad-meet-in-damascus/;https://www.hurriyetdailynews.com/syrias-assad-seeking-support-after-aleppo-loss-203180;https://www.jewishpress.com/news/middle-east/syria/irans-foreign-minister-meets-with-assad-in-damascus-amidst-syrian-chaos/2024/12/01/,,MR
SYR202412-10,Syria,652,,Virtual,,Virtual,Virtual,1,12,2024,Iran; Iraq,CON_289;CON_75,CON_289;CON_75,630;645,2,P,Mohammed Shia' al-Sudani; Masoud Pezeshkian,,,,,0,,0,,,"BAGHDAD, Dec. 1 (Xinhua) -- Iraqi Prime Minister Mohammed Shia' al-Sudani and Iranian President Masoud Pezeshkian held talks on Sunday to address escalating tensions in the Middle East, including the conflicts in Gaza and Syria, according to a statement from al-Sudani's office.During a phone call, the two leaders stressed the need for intensified regional cooperation to halt the war in Gaza and prevent further destabilization in Syria, warning that continued unrest could threaten regional security and stability.",https://english.news.cn/20241202/fb76019474c6418e8cf3c63c7097bc91/c.html,,MR
SYR202412-11,Syria,652,,Virtual,,Virtual,Virtual,1,12,2024,Iraq; Turkey,CON_75;CON_562,CON_75;CON_562,645;640,2,H,Recep Tayyip Erdogan; Mohammed Shia' al-Sudani,,,,,0,,0,,,"ISTANBUL — Turkish President Recep Tayyip Erdogan spoke by phone on Tuesday with Iraqi Prime Minister Mohammed Shia Sudani about renewed conflict in their joint neighbour Syria, with Erdogan stressing the need to prevent unrest on Turkey's border, his office said.""Mr Erdogan declared Turkey's priority is to maintain peace on its borders"" as well as ""the unity, stability and territorial integrity of Syria"", where last week a rebel coalition went on the offensive, breaking a years-long stalemate in Syria's civil war.Erdogan's office said he had ""urged the Syrian regime to engage in a real political process to avoid the situation deteriorating"".",http://www.jordantimes.com/news/region/turkey-iraq-hold-high-level-talks-over-syria;https://www.aa.com.tr/en/middle-east/turkish-foreign-minister-discusses-developments-in-syria-with-iraqi-counterpart/3410109;https://www.bignewsnetwork.com/news/274814007/iraqi-turkish-leaders-discuss-escalating-syrian-conflict-over-phone;https://www.dailysabah.com/politics/diplomacy/turkish-fm-holds-talks-with-regional-actors-as-syria-crisis-heats-up;https://www.spacewar.com/afp/241203162916.d16zygsu.html,,MR
SYR202412-12,Syria,652,,Virtual,,Virtual,Virtual,1,12,2024,Turkey; Saudi Arabia,CON_562;CON_419,CON_562;CON_419,640;670,2,P,Hakan Fidan; Faisal bin Farhan Al Saud,,,,,0,,0,,,"Turkish Foreign Minister Hakan Fidan Sunday discussed the latest developments in Syria with his Saudi Arabian counterpart Prince Faisal bin Farhan Al Saud. According to sources from the Turkish Foreign Ministry, the two ministers discussed Syria during their phone conversation.",https://www.aa.com.tr/en/middle-east/turkish-president-erdogan-pledges-ankara-s-support-for-syrian-transition-regional-stability/3430108,,MR
SYR202412-13,Syria,652,,Ankara,Turkey,32.85,39.93,2,12,2024,Turkey; Iran,CON_562;CON_289,CON_562;CON_289,640;630,2,H,Hakan Fidan; Abbas Araghchi; Recep Tayyip Erdogan,,,,,0,,0,,,"Araghchi landed late Sunday in Ankara, where he was expected to meet with Turkish Foreign Minister Hakan Fidan on Monday before talks with President Recep Tayyip Erdoğan....At a joint news conference in Ankara with his Iranian counterpart, Fidan said Türkiye and Iran, which support opposing sides in Syria’s civil war, have agreed to resume diplomatic efforts along with Russia to restore calm days after fighters launched a lightning offensive and captured almost all of the country’s largest city, Aleppo.",https://english.aawsat.com/arab-world/5087561-t%C3%BCrkiyes-erdogan-hopes-instability-syria-will-be-solved-agreement;https://globalnews.ca/news/10900242/syria-civil-war-advance-turkey-us-talks/;https://www.firstpost.com/world/turkey-says-will-attend-qatar-hosted-peace-talks-with-russia-iran-to-end-syrian-civil-war-13842372.html;https://www.hurriyetdailynews.com/syrias-assad-seeking-support-after-aleppo-loss-203180;https://www.palestinechronicle.com/iranian-fm-visits-ankara-highlights-shared-common-ground-with-turkiye-on-syria/;https://www.yahoo.com/news/syrian-government-needs-reconcile-people-121342968.html,,MR
SYR202412-14,Syria,652,,Virtual,,Virtual,Virtual,2,12,2024,Iran,CON_289,CON_289,630,1,P,Masoud Pezeshkian,,Syria,118,Bashar al-Assad,1,1,0,,,"TEHRAN, Dec. 2 (Xinhua) -- Iranian President Masoud Pezeshkian on Monday discussed the latest regional developments with Syrian President Bashar al-Assad and Qatari Emir Sheikh Tamim bin Hamad Al Thani, according to statements published on the website of the Iranian president's office.In a phone call with al-Assad, the two sides called for cooperation among the regional and Muslim states to counter terrorism in the West Asia region and Syria.",https://english.news.cn/20241202/c7f36db523eb43689e8b84d015efa3c3/c.html;https://www.prokerala.com/news/articles/a1586622.html,,MR
SYR202412-15,Syria,652,,Virtual,,Virtual,Virtual,2,12,2024,Qatar; Iran,CON_486;CON_289,CON_486;CON_289,694;630,2,P,Masoud Pezeshkian; Tamim bin Hamad Al Thani,,,,,0,,0,,,"Iranian President Masoud Pezeshkian has discussed the latest regional developments with Syrian President Bashar al-Assad and Qatari Emir Sheikh Tamim bin Hamad Al Thani, according to statements published on the website of the Iranian President's office....In a separate phone conversation with the Qatari emir, Pezeshkian pointed to the ""terrorist"" groups' recent movements in northern Syria, noting that the spread of insecurity and terrorism in the region was in no country's interest.",https://www.prokerala.com/news/articles/a1586622.html,,MR
